1.000000000000000000e+00,0.000000000000000000e+00,5.237910000000000110e+01,4.894199999999999662e+00,0.000000000000000000e+00,1.000000000000000000e+00
2.372670600000000000e+07,7.915000000000000568e+01,5.234915999999999769e+01,4.978790000000000049e+00,6.638767140213075436e+03,0.000000000000000000e+00
3.581503600000000000e+07,9.443999999999999773e+01,5.242419000000000295e+01,4.956889999999999574e+00,6.574677771136471165e+03,0.000000000000000000e+00
3.155312100000000000e+07,1.367100000000000080e+02,5.243236999999999881e+01,4.918210000000000193e+00,6.143202576702560691e+03,0.000000000000000000e+00
3.474582300000000000e+07,7.825000000000000000e+01,5.229619999999999891e+01,5.012310000000000265e+00,1.222150106778063491e+04,0.000000000000000000e+00
4.458694700000000000e+07,1.439000000000000057e+02,5.231474999999999653e+01,5.030300000000000438e+00,1.169043027581261777e+04,0.000000000000000000e+00
1.580125300000000000e+07,8.093999999999999773e+01,5.234506999999999977e+01,4.964129999999999932e+00,6.071773563083137560e+03,0.000000000000000000e+00
1.957202400000000000e+07,2.509300000000000068e+02,5.230738999999999805e+01,4.908330000000000304e+00,8.031355612606304931e+03,0.000000000000000000e+00
1.880151800000000000e+07,1.259099999999999966e+02,5.233827999999999747e+01,4.964430000000000121e+00,6.583899871076264390e+03,0.000000000000000000e+00
2.973384000000000000e+06,1.663899999999999864e+02,5.230989000000000289e+01,4.905280000000000307e+00,7.732519664620946060e+03,0.000000000000000000e+00
3.498547300000000000e+07,1.214200000000000017e+02,5.242831000000000330e+01,5.042190999999999867e+00,1.143396151336403273e+04,0.000000000000000000e+00
6.208213654046741760e+17,1.079300000000000068e+02,5.232977343580048313e+01,4.937511981512808568e+00,6.223854534399845761e+03,0.000000000000000000e+00
4.417477000000000000e+07,5.306000000000000227e+01,5.233715000000000117e+01,4.951990000000000336e+00,6.095926952175997940e+03,0.000000000000000000e+00
5.088839200000000000e+07,1.349099999999999966e+02,5.230917000000000172e+01,5.038330000000000197e+00,1.250301141206592547e+04,0.000000000000000000e+00
3.174266300000000000e+07,8.004999999999999716e+01,5.229590999999999923e+01,5.013250000000000206e+00,1.228780266862789176e+04,0.000000000000000000e+00
4.886419000000000000e+07,3.147900000000000205e+02,5.233850999999999942e+01,4.999609999999999665e+00,8.462322953941338710e+03,0.000000000000000000e+00
5.006581100000000000e+07,2.473300000000000125e+02,5.227296400000000176e+01,4.970106000000000357e+00,1.287990442622658702e+04,0.000000000000000000e+00
5.134042100000000000e+07,2.473300000000000125e+02,5.233324999999999960e+01,4.938469999999999693e+00,5.918738730151486379e+03,0.000000000000000000e+00
5.047229000000000000e+07,4.317000000000000171e+01,5.233422999999999803e+01,4.926610000000000156e+00,5.453233123522436472e+03,0.000000000000000000e+00
1.808264500000000000e+07,1.349099999999999966e+02,5.234197000000000344e+01,4.957080000000000375e+00,5.939531379253481646e+03,0.000000000000000000e+00
3.324158300000000000e+07,6.673500000000000227e+02,5.238859999999999673e+01,4.833309999999999995e+00,4.265469963679634930e+03,0.000000000000000000e+00
3.324144300000000000e+07,2.068600000000000136e+02,5.238817999999999842e+01,4.833490000000000286e+00,4.242297287642226365e+03,0.000000000000000000e+00
6.302057003959046400e+17,5.756100000000000136e+02,5.233047680517772449e+01,4.935151987399041928e+00,6.080062514683399968e+03,0.000000000000000000e+00
4.770987300000000000e+07,1.888700000000000045e+02,5.239589000000000141e+01,4.876120000000000232e+00,2.234064652348661639e+03,0.000000000000000000e+00
